experiment,condition_name,run,time_s,truth_x_m,truth_y_m,truth_z_m,estimate_x_m,estimate_y_m,estimate_z_m,valid_estimate,localization_error_m,active_rays,contributing_uavs,mean_observation_age_s,max_observation_age_s,mean_residual_m,max_residual_m,gated_rejected_observations,condition_number,geometry_quality,packet_loss_count,duplicate_count,out_of_order_count,stale_rejected_count,rate_case,method
heterogeneous_rates,equal_5hz,0,1.9999999999999998,3.9999999999999996,0.9999999999999999,0.0,2.426748828259691,0.8678368401881446,-0.07848872603350081,True,1.5807424933581276,18,4,0.5999999999999998,0.9999999999999998,1.6465169849571335,3.4458494457858784,0,1.6889380767767306,0.0010952092110021801,8,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,2.1999999999999997,4.3999999999999995,1.0999999999999999,0.0,3.3144102981096863,0.9220440462087311,0.20011989827198473,True,1.1181329509608633,19,4,0.6105263157894734,0.9999999999999998,1.6574026213160205,3.600291857594501,0,1.7441531639692103,0.0010952092110021801,10,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,2.4,4.8,1.2,0.0,3.2666507534604623,1.1197940624170675,-0.1946841655023843,True,1.547738617656187,18,4,0.6222222222222222,1.0,1.7547976587900551,3.7931032708696324,0,1.849621788282365,0.002613184944119522,11,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,2.6,5.2,1.3,0.0,3.379515451263544,0.7636451839449051,-0.6045075396382437,True,1.9918006542757125,13,4,0.5076923076923079,0.8000000000000003,1.8166427785891095,3.823319960418631,0,2.09428328540451,0.0013093213066646785,12,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,2.8000000000000003,5.6000000000000005,1.4000000000000001,0.0,4.41361595433957,0.7699690318973895,-0.015751367765111556,True,1.3433890836806717,14,4,0.5000000000000003,0.8000000000000005,1.863494173875834,3.832582443338434,0,1.9111132722768216,0.002021049423685496,13,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,3.0000000000000004,6.000000000000001,1.5000000000000002,0.0,4.628254773684218,0.7437608814330086,-0.25511924950878845,True,1.5870313172212593,14,4,0.47142857142857186,0.8000000000000007,1.9578721307647808,3.9098040822684768,0,1.8720424309090005,0.002509088852475957,14,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,3.2000000000000006,6.400000000000001,1.6000000000000003,0.0,5.618641829190374,0.10331074805180314,0.04349139877785114,True,1.6889318546809027,14,4,0.5000000000000004,0.8000000000000007,2.3431054549092485,5.469214503383656,0,1.6801791740510117,0.002509088852475957,14,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,3.400000000000001,6.800000000000002,1.7000000000000004,0.0,7.017438816024472,0.7629068828031694,0.10376430921348329,True,0.9675692124485713,15,4,0.5066666666666672,0.8000000000000007,2.3835873089727597,4.235605753940063,0,1.76447350002781,0.002509088852475957,16,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,3.600000000000001,7.200000000000002,1.8000000000000005,0.0,7.611687462909025,1.056636104457839,0.206966264976198,True,0.874592181047992,14,4,0.5142857142857148,0.8000000000000007,2.659660124764712,5.216818263413761,0,1.9028843416375998,0.003722177962972634,16,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,3.800000000000001,7.600000000000002,1.9000000000000006,0.0,8.100422192215945,1.37999385974246,0.18092550832931978,True,0.7440180078008711,14,4,0.48571428571428615,0.8000000000000007,2.36076326369898,5.090825313061746,0,1.89319336693141,0.003722177962972634,17,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,4.000000000000001,8.000000000000002,2.0000000000000004,0.0,7.598487296248517,2.2058912765284124,0.1520169786341114,True,0.4761437081568658,15,4,0.49333333333333323,0.8000000000000003,1.4858335381909928,5.306017340959696,0,1.7622247684162902,0.0030444146934643906,18,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,4.200000000000001,8.400000000000002,2.1000000000000005,0.0,8.138504932499977,2.082097206491781,0.5302344750144755,True,0.5914801592920231,14,4,0.5000000000000002,0.8000000000000003,1.454347860479584,4.7813593648953425,0,1.6735629789940953,0.0030444146934643906,18,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,4.400000000000001,8.800000000000002,2.2000000000000006,0.0,8.809717301703362,2.8051832702133477,-0.2527988961196789,True,0.6559333032998427,15,4,0.5066666666666669,0.8000000000000003,1.9136075312496204,4.791511972290628,0,1.7626230476457,0.0014247424341924933,19,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,4.600000000000001,9.200000000000003,2.3000000000000007,0.0,8.681796170194586,3.1007594558386122,0.4718647027050043,True,1.06414623666056,15,4,0.4933333333333337,0.8000000000000003,2.25914743177663,5.156888544216147,0,1.763687608363535,0.0024927633414877416,21,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,4.800000000000002,9.600000000000003,2.400000000000001,0.0,9.261766144126165,3.3734948875873174,0.14911288061555836,True,1.0413112352142353,13,4,0.5230769230769236,0.8000000000000007,2.688817713626138,5.807022697799481,0,1.777170464646854,0.003910985709963086,21,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,5.000000000000002,10.000000000000004,2.500000000000001,0.0,9.54761649971743,3.353501540341386,-0.06784217742905324,True,0.9683585450293427,14,4,0.5142857142857148,0.8000000000000007,2.6427338253241217,6.13782106172475,0,1.8579246270169527,0.003910985709963086,23,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,5.200000000000002,10.400000000000004,2.600000000000001,0.0,9.01797024644514,3.2428939360671363,0.010376525739409139,True,1.5242790181030612,14,4,0.48571428571428615,0.8000000000000007,2.3183957913677165,5.744982903406136,0,1.848697390913681,0.0017690903336741379,23,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,5.400000000000002,10.800000000000004,2.700000000000001,0.0,10.568122529428285,3.3569125013733605,-0.6138987190060979,True,0.9285326235607828,14,4,0.4571428571428576,0.8000000000000007,1.9850721108589953,4.123375141336536,0,1.8564612779388063,0.0017690903336741379,25,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,5.600000000000002,11.200000000000005,2.800000000000001,0.0,10.630805996221364,3.323460916964234,-0.3007770465511865,True,0.8297348837180764,14,4,0.5428571428571434,0.8000000000000007,1.809534847804017,4.386434919187306,0,1.664630858069555,0.0017690903336741379,26,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,5.8000000000000025,11.600000000000005,2.9000000000000012,0.0,10.827003057678745,3.9348775012010258,-0.6611796976679694,True,1.4510872847414802,13,4,0.538461538461539,0.8000000000000007,1.9595764844935057,3.7918721790745,0,1.7688795178515722,0.003235402610205291,28,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,6.000000000000003,12.000000000000005,3.0000000000000013,0.0,12.225925794286502,3.5941891331933356,-0.9531700788668339,True,1.145703447570983,13,4,0.4923076923076927,0.8000000000000007,2.027282278607377,3.5148099468514826,0,1.7516035239904362,0.003235402610205291,29,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,6.200000000000003,12.400000000000006,3.1000000000000014,0.0,12.605959193132868,3.09774215541781,-1.0948796706826955,True,1.1140851764440387,13,4,0.44615384615384657,0.8000000000000007,2.268850897892941,5.376900743091705,0,1.7357448440443697,0.0014025083104962346,29,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,6.400000000000003,12.800000000000006,3.2000000000000015,0.0,13.164946219194768,3.1555479375490525,-1.4241212616879801,True,1.470810353768445,15,4,0.4800000000000004,0.8000000000000007,2.707461669637096,5.761330917395573,0,1.7073878232611965,0.0014025083104962346,29,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,6.600000000000003,13.200000000000006,3.3000000000000016,0.0,13.68952757937076,2.8378026341914766,-0.9317547785465942,True,1.149534959568147,16,4,0.5000000000000004,0.8000000000000007,2.367734153738124,5.3197815553685475,0,1.6992719777940182,0.0014025083104962346,29,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,6.800000000000003,13.600000000000007,3.4000000000000017,0.0,13.42156360969984,2.1357996754838005,-0.44492390146845895,True,1.3520352377020863,16,4,0.5000000000000004,0.8000000000000007,2.383201543264451,4.700684089585438,0,1.6824779148550457,0.0017079801386855843,29,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,7.0000000000000036,14.000000000000007,3.5000000000000018,0.0,13.60452237828214,2.8174996067423006,-0.6380646072404276,True,1.0145618655801227,16,4,0.5000000000000004,0.8000000000000007,2.176255680692817,4.4771395183964735,0,1.6682427469855257,0.002563031183470952,29,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,7.200000000000004,14.400000000000007,3.600000000000002,0.0,13.38775462762478,2.8842968173757053,0.09396186148789276,True,1.2432620684826994,16,4,0.5000000000000004,0.8000000000000007,1.6815119906058924,4.929050449333811,0,1.6647370966254982,0.002563031183470952,29,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,7.400000000000004,14.800000000000008,3.700000000000002,0.0,13.67215302694728,3.1392213710041514,0.07913194068319715,True,1.2620512388167748,16,4,0.5000000000000004,0.8000000000000007,1.8534371752298922,5.080269461829237,0,1.6643700632589746,0.0025604174677987196,30,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,7.600000000000004,15.200000000000008,3.800000000000002,0.0,13.746504789246826,3.947605305692354,-0.06524210889657006,True,1.4624268141429309,15,4,0.5200000000000005,0.8000000000000007,1.5584662692725775,3.6190516247006452,0,1.750210017725676,0.0025604174677987196,30,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,7.800000000000004,15.600000000000009,3.900000000000002,0.0,14.42078065902234,3.807578457151321,-0.22497567580009187,True,1.204040717924459,15,4,0.5066666666666672,0.8000000000000007,1.7018287907212286,4.094902634008022,0,1.7470228332076976,0.0025604174677987196,31,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,8.000000000000004,16.000000000000007,4.000000000000002,0.0,14.443334223787339,3.911021631262786,0.018358707690090216,True,1.5593147633120692,19,4,0.5999999999999996,1.0,1.7680394316279244,3.881461794275326,0,1.7338234702770976,0.0025604174677987196,31,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,8.200000000000003,16.400000000000006,4.100000000000001,0.0,15.15641646017995,3.933006813167634,-0.3000168444002103,True,1.2901150537388795,19,4,0.5894736842105253,0.9999999999999991,1.8426163554949249,3.3780629823633728,0,1.7427603448925952,0.002557255862131324,31,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,8.400000000000002,16.800000000000004,4.200000000000001,0.0,15.715001920515814,3.676682483357355,-0.2532160264111372,True,1.2309347715215675,19,4,0.578947368421051,0.9999999999999982,2.1922212512786423,4.8407105187796216,0,1.7443656158787295,0.002557255862131324,31,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,8.600000000000001,17.200000000000003,4.300000000000001,0.0,16.039560890049067,3.904218930796162,-0.11827247501307234,True,1.231767007590953,20,4,0.5999999999999981,0.9999999999999973,1.872584550415084,4.70506945495093,0,1.667448178639537,0.0017416596291776718,31,0,0,0,equal_5hz,tro
heterogeneous_rates,equal_5hz,0,8.8,17.6,4.4,0.0,15.931128210336603,3.827624128646476,0.329955590476631,True,1.7948865925536368,20,4,0.5999999999999979,0.9999999999999964,1.8821865097244057,5.146879928116673,0,1.6662554977977238,0.0011964938368598465,31,0,0,0,equal_5hz,tro
